approach,Model,Scenario,Ambition,Pathway,cmt_axis,portfolio_rule,Region,n_decades,cumulative_pm25_deaths,cumulative_pm25_deaths_mln
A,AIM/CGE V2.2,ENGAGE-NPi2020-1600,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,19615760,19.61576
A,AIM/CGE V2.2,ENGAGE-NPi2020-1600,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,43735610,43.73561
A,AIM/CGE V2.2,ENGAGE-NPi2020-1600,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,11332010,11.33201
A,AIM/CGE V2.2,ENGAGE-NPi2020-1600,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6362280,6.36228
A,AIM/CGE V2.2,ENGAGE-NPi2020-1600,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,15987120,15.987120000000001
A,AIM/CGE V2.2,ENGAGE-NPi2020-1600,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,61635875,61.635875
A,AIM/CGE V2.2,ENGAGE-NPi2020-1600,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,431389310,431.38931
A,AIM/CGE V2.2,ENGAGE-NPi2020-1600f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,78951895,78.951895
A,AIM/CGE V2.2,ENGAGE-NPi2020-1600f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,82617315,82.617315
A,AIM/CGE V2.2,ENGAGE-NPi2020-1600f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,17305205,17.305205
A,AIM/CGE V2.2,ENGAGE-NPi2020-1600f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,93769810,93.76981
A,AIM/CGE V2.2,ENGAGE-NPi2020-1600f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,19610515,19.610515
A,AIM/CGE V2.2,ENGAGE-NPi2020-1600f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,43720730,43.72073
A,AIM/CGE V2.2,ENGAGE-NPi2020-1600f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,11332010,11.33201
A,AIM/CGE V2.2,ENGAGE-NPi2020-1600f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6362280,6.36228
A,AIM/CGE V2.2,ENGAGE-NPi2020-1600f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,15973330,15.97333
A,AIM/CGE V2.2,ENGAGE-NPi2020-1600f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,61634175,61.634175
A,AIM/CGE V2.2,ENGAGE-NPi2020-1600f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,431277265,431.277265
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,78880750,78.88075
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,83519955,83.519955
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,17553520,17.55352
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,95052210,95.05221
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,19646770,19.64677
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,43875815,43.875815
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,11409995,11.409995
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6380615,6.380615
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,16088980,16.08898
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,62046000,62.046
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,434454610,434.45461
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,78880750,78.88075
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,83519955,83.519955
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,17553520,17.55352
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,95052210,95.05221
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,19646770,19.64677
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,43875815,43.875815
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,11409995,11.409995
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6380615,6.380615
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,16088980,16.08898
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,62046000,62.046
A,AIM/CGE V2.2,ENGAGE-NPi2020-1800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,434454610,434.45461
A,AIM/CGE V2.2,ENGAGE-NPi2020-600f,1.5C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,80644400,80.6444
A,AIM/CGE V2.2,ENGAGE-NPi2020-600f,1.5C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,76056000,76.056
A,AIM/CGE V2.2,ENGAGE-NPi2020-600f,1.5C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,15759125,15.759125
A,AIM/CGE V2.2,ENGAGE-NPi2020-600f,1.5C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,87891640,87.89164
A,AIM/CGE V2.2,ENGAGE-NPi2020-600f,1.5C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,19329555,19.329555
A,AIM/CGE V2.2,ENGAGE-NPi2020-600f,1.5C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,42889415,42.889415
A,AIM/CGE V2.2,ENGAGE-NPi2020-600f,1.5C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,10611450,10.61145
A,AIM/CGE V2.2,ENGAGE-NPi2020-600f,1.5C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6275335,6.275335
A,AIM/CGE V2.2,ENGAGE-NPi2020-600f,1.5C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,15514420,15.51442
A,AIM/CGE V2.2,ENGAGE-NPi2020-600f,1.5C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,59838225,59.838225
A,AIM/CGE V2.2,ENGAGE-NPi2020-600f,1.5C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,414809565,414.809565
A,AIM/CGE V2.2,ENGAGE-NPi2020-700,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,81430085,81.430085
A,AIM/CGE V2.2,ENGAGE-NPi2020-700,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,75417845,75.417845
A,AIM/CGE V2.2,ENGAGE-NPi2020-700,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,15969390,15.96939
A,AIM/CGE V2.2,ENGAGE-NPi2020-700,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,87371750,87.37175
A,AIM/CGE V2.2,ENGAGE-NPi2020-700,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,19433780,19.43378
A,AIM/CGE V2.2,ENGAGE-NPi2020-700,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,42902320,42.90232
A,AIM/CGE V2.2,ENGAGE-NPi2020-700,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,10845510,10.84551
A,AIM/CGE V2.2,ENGAGE-NPi2020-700,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6364235,6.364235
A,AIM/CGE V2.2,ENGAGE-NPi2020-700,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,15649820,15.64982
A,AIM/CGE V2.2,ENGAGE-NPi2020-700,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,59752220,59.75222
A,AIM/CGE V2.2,ENGAGE-NPi2020-700,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,415136955,415.136955
A,AIM/CGE V2.2,ENGAGE-NPi2020-800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,80919660,80.91966
A,AIM/CGE V2.2,ENGAGE-NPi2020-800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,76080975,76.080975
A,AIM/CGE V2.2,ENGAGE-NPi2020-800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,16157190,16.15719
A,AIM/CGE V2.2,ENGAGE-NPi2020-800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,87788260,87.78826
A,AIM/CGE V2.2,ENGAGE-NPi2020-800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,19408170,19.40817
A,AIM/CGE V2.2,ENGAGE-NPi2020-800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,42935300,42.9353
A,AIM/CGE V2.2,ENGAGE-NPi2020-800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,10863990,10.86399
A,AIM/CGE V2.2,ENGAGE-NPi2020-800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6345715,6.345715
A,AIM/CGE V2.2,ENGAGE-NPi2020-800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,15628170,15.62817
A,AIM/CGE V2.2,ENGAGE-NPi2020-800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,59810595,59.810595
A,AIM/CGE V2.2,ENGAGE-NPi2020-800,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,415938025,415.938025
A,AIM/CGE V2.2,ENGAGE-NPi2020-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,80283360,80.28336
A,AIM/CGE V2.2,ENGAGE-NPi2020-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,77647040,77.64704
A,AIM/CGE V2.2,ENGAGE-NPi2020-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,16049420,16.04942
A,AIM/CGE V2.2,ENGAGE-NPi2020-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,89100110,89.10011
A,AIM/CGE V2.2,ENGAGE-NPi2020-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,19402075,19.402075
A,AIM/CGE V2.2,ENGAGE-NPi2020-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,43059005,43.059005
A,AIM/CGE V2.2,ENGAGE-NPi2020-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,10747400,10.7474
A,AIM/CGE V2.2,ENGAGE-NPi2020-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6292690,6.29269
A,AIM/CGE V2.2,ENGAGE-NPi2020-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,15518750,15.51875
A,AIM/CGE V2.2,ENGAGE-NPi2020-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,60205335,60.205335
A,AIM/CGE V2.2,ENGAGE-NPi2020-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,418305185,418.305185
A,AIM/CGE V2.2,ENGAGE-NPi2020-900,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,80692905,80.692905
A,AIM/CGE V2.2,ENGAGE-NPi2020-900,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,77021065,77.021065
A,AIM/CGE V2.2,ENGAGE-NPi2020-900,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,16328765,16.328765
A,AIM/CGE V2.2,ENGAGE-NPi2020-900,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,88470960,88.47096
A,AIM/CGE V2.2,ENGAGE-NPi2020-900,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,19447740,19.44774
A,AIM/CGE V2.2,ENGAGE-NPi2020-900,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,43044880,43.04488
A,AIM/CGE V2.2,ENGAGE-NPi2020-900,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,10929530,10.92953
A,AIM/CGE V2.2,ENGAGE-NPi2020-900,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6341505,6.341505
A,AIM/CGE V2.2,ENGAGE-NPi2020-900,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,15650540,15.65054
A,AIM/CGE V2.2,ENGAGE-NPi2020-900,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,60064655,60.064655
A,AIM/CGE V2.2,ENGAGE-NPi2020-900,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,417992545,417.992545
A,AIM/CGE V2.2,ENGAGE-NPi2020-900f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,80187450,80.18745
A,AIM/CGE V2.2,ENGAGE-NPi2020-900f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,78446020,78.44602
A,AIM/CGE V2.2,ENGAGE-NPi2020-900f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,16242150,16.24215
A,AIM/CGE V2.2,ENGAGE-NPi2020-900f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,89676650,89.67665
A,AIM/CGE V2.2,ENGAGE-NPi2020-900f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,19431455,19.431455
A,AIM/CGE V2.2,ENGAGE-NPi2020-900f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,43163565,43.163565
A,AIM/CGE V2.2,ENGAGE-NPi2020-900f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,10826240,10.82624
A,AIM/CGE V2.2,ENGAGE-NPi2020-900f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6309130,6.30913
A,AIM/CGE V2.2,ENGAGE-NPi2020-900f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,15586020,15.58602
A,AIM/CGE V2.2,ENGAGE-NPi2020-900f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,60341105,60.341105
A,AIM/CGE V2.2,ENGAGE-NPi2020-900f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,420209785,420.209785
A,GCAM 6.0 NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,82232155,82.232155
A,GCAM 6.0 NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,92840965,92.840965
A,GCAM 6.0 NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,19441910,19.44191
A,GCAM 6.0 NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,111833015,111.833015
A,GCAM 6.0 NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,15744395,15.744395
A,GCAM 6.0 NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,45344695,45.344695
A,GCAM 6.0 NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,11801635,11.801635
A,GCAM 6.0 NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,5780710,5.78071
A,GCAM 6.0 NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,15630720,15.63072
A,GCAM 6.0 NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,60826580,60.82658
A,GCAM 6.0 NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,461476780,461.47678
A,GCAM 6.0 NGFS,NGFS Phase 5-Fragmented World,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,86109625,86.109625
A,GCAM 6.0 NGFS,NGFS Phase 5-Fragmented World,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,99145445,99.145445
A,GCAM 6.0 NGFS,NGFS Phase 5-Fragmented World,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,21851930,21.85193
A,GCAM 6.0 NGFS,NGFS Phase 5-Fragmented World,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,128179250,128.17925
A,GCAM 6.0 NGFS,NGFS Phase 5-Fragmented World,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,16759595,16.759595
A,GCAM 6.0 NGFS,NGFS Phase 5-Fragmented World,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,47887240,47.88724
A,GCAM 6.0 NGFS,NGFS Phase 5-Fragmented World,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,12488075,12.488075
A,GCAM 6.0 NGFS,NGFS Phase 5-Fragmented World,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,5760560,5.76056
A,GCAM 6.0 NGFS,NGFS Phase 5-Fragmented World,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,17261945,17.261945
A,GCAM 6.0 NGFS,NGFS Phase 5-Fragmented World,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,70541335,70.541335
A,GCAM 6.0 NGFS,NGFS Phase 5-Fragmented World,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,505985000,505.985
A,GCAM 6.0 NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,86501515,86.501515
A,GCAM 6.0 NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,107890485,107.890485
A,GCAM 6.0 NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,21742410,21.74241
A,GCAM 6.0 NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,144167790,144.16779
A,GCAM 6.0 NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,16814860,16.81486
A,GCAM 6.0 NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,46342395,46.342395
A,GCAM 6.0 NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,14288085,14.288085
A,GCAM 6.0 NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6151130,6.15113
A,GCAM 6.0 NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,16625905,16.625905
A,GCAM 6.0 NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,71524115,71.524115
A,GCAM 6.0 NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,532048690,532.04869
A,GCAM 6.0 NGFS,NGFS Phase 5-Net-Zero 2050,1.5C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,81344555,81.344555
A,GCAM 6.0 NGFS,NGFS Phase 5-Net-Zero 2050,1.5C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,89119805,89.119805
A,GCAM 6.0 NGFS,NGFS Phase 5-Net-Zero 2050,1.5C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,18601600,18.6016
A,GCAM 6.0 NGFS,NGFS Phase 5-Net-Zero 2050,1.5C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,104292145,104.292145
A,GCAM 6.0 NGFS,NGFS Phase 5-Net-Zero 2050,1.5C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,15379195,15.379195
A,GCAM 6.0 NGFS,NGFS Phase 5-Net-Zero 2050,1.5C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,44785910,44.78591
A,GCAM 6.0 NGFS,NGFS Phase 5-Net-Zero 2050,1.5C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,11612450,11.61245
A,GCAM 6.0 NGFS,NGFS Phase 5-Net-Zero 2050,1.5C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,5824450,5.82445
A,GCAM 6.0 NGFS,NGFS Phase 5-Net-Zero 2050,1.5C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,15039550,15.03955
A,GCAM 6.0 NGFS,NGFS Phase 5-Net-Zero 2050,1.5C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,57686400,57.6864
A,GCAM 6.0 NGFS,NGFS Phase 5-Net-Zero 2050,1.5C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,443686060,443.68606
A,GCAM 7.0,IAM-COMPACT-Current-Policies-Emissions-Intensity,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,101115425,101.115425
A,GCAM 7.0,IAM-COMPACT-Current-Policies-Emissions-Intensity,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,101470750,101.47075
A,GCAM 7.0,IAM-COMPACT-Current-Policies-Emissions-Intensity,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,24564700,24.5647
A,GCAM 7.0,IAM-COMPACT-Current-Policies-Emissions-Intensity,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,160553340,160.55334
A,GCAM 7.0,IAM-COMPACT-Current-Policies-Emissions-Intensity,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,17701525,17.701525
A,GCAM 7.0,IAM-COMPACT-Current-Policies-Emissions-Intensity,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,49418005,49.418005
A,GCAM 7.0,IAM-COMPACT-Current-Policies-Emissions-Intensity,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,14328030,14.32803
A,GCAM 7.0,IAM-COMPACT-Current-Policies-Emissions-Intensity,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6204680,6.20468
A,GCAM 7.0,IAM-COMPACT-Current-Policies-Emissions-Intensity,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,17318560,17.31856
A,GCAM 7.0,IAM-COMPACT-Current-Policies-Emissions-Intensity,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,78530675,78.530675
