database,ambition_view,Region,model_family,metric,label,unit,Pathway,n,median
Full,1.5C,R10AFRICA,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,59,0.010974213775262398
Full,1.5C,R10AFRICA,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,1,4005.8443237700017
Full,1.5C,R10AFRICA,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,59,12121.801180000008
Full,1.5C,R10AFRICA,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,1,485.1675157542864
Full,1.5C,R10AFRICA,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,59,1052.1761862195258
Full,1.5C,R10AFRICA,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,1,495.2983587937744
Full,1.5C,R10AFRICA,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,59,1056.1322851984162
Full,1.5C,R10AFRICA,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,1,496.87016506176064
Full,1.5C,R10AFRICA,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,59,1061.5729383635187
Full,1.5C,R10AFRICA,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,6,2.07532207925356
Full,1.5C,R10AFRICA,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,0,NA
Full,1.5C,R10AFRICA,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,6,2.174355640148142
Full,1.5C,R10AFRICA,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,0,NA
Full,1.5C,R10AFRICA,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,6,0.079802180112384
Full,1.5C,R10AFRICA,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,0,NA
Full,1.5C,R10AFRICA,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,6,4821.857261563277
Full,1.5C,R10AFRICA,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,0,NA
Full,1.5C,R10AFRICA,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,6,191.33941984366624
Full,1.5C,R10AFRICA,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,0,NA
Full,1.5C,R10AFRICA,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,6,224.9646016674305
Full,1.5C,R10AFRICA,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,0,NA
Full,1.5C,R10AFRICA,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,6,227.03992374668402
Full,1.5C,R10AFRICA,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,0,NA
Full,1.5C,R10CHINA+,AIM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,1,10.902167251828052
Full,1.5C,R10CHINA+,AIM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,3,2.4020919281859774
Full,1.5C,R10CHINA+,AIM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,1,11.798169207825124
Full,1.5C,R10CHINA+,AIM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,3,1.5117548488783938
Full,1.5C,R10CHINA+,AIM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,1,1.187364221323694
Full,1.5C,R10CHINA+,AIM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,3,0.9486002469368525
Full,1.5C,R10CHINA+,AIM,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,1,30647.5235
Full,1.5C,R10CHINA+,AIM,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,3,2262.7635
Full,1.5C,R10CHINA+,AIM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,1,400.8437634996819
Full,1.5C,R10CHINA+,AIM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,3,173.24662913415025
Full,1.5C,R10CHINA+,AIM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,1,736.1565231425259
Full,1.5C,R10CHINA+,AIM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,3,516.886426921848
Full,1.5C,R10CHINA+,AIM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,1,747.0586903943539
Full,1.5C,R10CHINA+,AIM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,3,519.0304797794015
Full,1.5C,R10CHINA+,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,0,NA
Full,1.5C,R10CHINA+,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,1,7.849050071275895
Full,1.5C,R10CHINA+,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
Full,1.5C,R10CHINA+,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,1,5.071012818733348
Full,1.5C,R10CHINA+,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
Full,1.5C,R10CHINA+,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,1,0.8873308373261687
Full,1.5C,R10CHINA+,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,0,NA
Full,1.5C,R10CHINA+,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,1,19021.124341949624
Full,1.5C,R10CHINA+,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,0,NA
Full,1.5C,R10CHINA+,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,1,311.5141732076644
Full,1.5C,R10CHINA+,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,0,NA
Full,1.5C,R10CHINA+,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,1,381.68289181153995
Full,1.5C,R10CHINA+,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,0,NA
Full,1.5C,R10CHINA+,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,1,389.53194188281583
Full,1.5C,R10CHINA+,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,21,7.117554062389794
Full,1.5C,R10CHINA+,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,0,NA
Full,1.5C,R10CHINA+,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,21,5.466130580275508
Full,1.5C,R10CHINA+,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,0,NA
Full,1.5C,R10CHINA+,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,21,1.0111865085581178
Full,1.5C,R10CHINA+,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,0,NA
Full,1.5C,R10CHINA+,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,21,15292.716752047592
Full,1.5C,R10CHINA+,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,0,NA
Full,1.5C,R10CHINA+,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,21,186.73214303719777
Full,1.5C,R10CHINA+,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,0,NA
Full,1.5C,R10CHINA+,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,21,344.1379359353281
Full,1.5C,R10CHINA+,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,0,NA
Full,1.5C,R10CHINA+,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,21,351.25548999771786
Full,1.5C,R10CHINA+,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,0,NA
Full,1.5C,R10CHINA+,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,25,2.2284682135622993
Full,1.5C,R10CHINA+,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,3,5.874295482119742
Full,1.5C,R10CHINA+,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,25,1.342387994489896
Full,1.5C,R10CHINA+,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,3,5.639879861883
Full,1.5C,R10CHINA+,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,25,0.6865188367274506
Full,1.5C,R10CHINA+,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,3,0.6220887163212615
Full,1.5C,R10CHINA+,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,25,2555.609520535727
Full,1.5C,R10CHINA+,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,3,16646.134562897252
Full,1.5C,R10CHINA+,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,25,170.81155863909532
Full,1.5C,R10CHINA+,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,3,369.662262101476
Full,1.5C,R10CHINA+,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,25,237.41925347192364
Full,1.5C,R10CHINA+,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,3,443.90657209537846
Full,1.5C,R10CHINA+,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,25,239.8147983014547
Full,1.5C,R10CHINA+,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,3,449.7109727788984
Full,1.5C,R10CHINA+,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,4,7.008020081229907
Full,1.5C,R10CHINA+,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,1,4.474686670878222
Full,1.5C,R10CHINA+,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,4,5.730634929459742
Full,1.5C,R10CHINA+,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,1,3.410261168063992
Full,1.5C,R10CHINA+,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,4,0.9963597068853607
Full,1.5C,R10CHINA+,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,1,0.9021475014461702
Full,1.5C,R10CHINA+,POLES,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,4,14058.50957348247
Full,1.5C,R10CHINA+,POLES,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,1,7750.5125291368395
Full,1.5C,R10CHINA+,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,4,194.6504841682489
Full,1.5C,R10CHINA+,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,1,263.4235142147354
Full,1.5C,R10CHINA+,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,4,408.0016934451886
Full,1.5C,R10CHINA+,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,1,564.2214600477757
Full,1.5C,R10CHINA+,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,4,415.00971352641847
Full,1.5C,R10CHINA+,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,1,568.696146718654
Full,1.5C,R10CHINA+,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,1,4.6886476830358275
Full,1.5C,R10CHINA+,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,59,6.5381005767585645
Full,1.5C,R10CHINA+,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,1,3.5728687772510694
Full,1.5C,R10CHINA+,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,59,5.554462932680328
Full,1.5C,R10CHINA+,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,1,0.830046164237771
Full,1.5C,R10CHINA+,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,59,0.6028357178464878
Full,1.5C,R10CHINA+,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,1,10746.02518924
Full,1.5C,R10CHINA+,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,59,18535.414079999995
Full,1.5C,R10CHINA+,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,1,180.5058164713049
Full,1.5C,R10CHINA+,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,59,378.18503623613157
Full,1.5C,R10CHINA+,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,1,242.89245937335542
Full,1.5C,R10CHINA+,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,59,442.7703475413924
Full,1.5C,R10CHINA+,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,1,247.58110705639126
Full,1.5C,R10CHINA+,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,59,448.6349996285158
Full,1.5C,R10CHINA+,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,6,4.652072495602157
Full,1.5C,R10CHINA+,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,0,NA
Full,1.5C,R10CHINA+,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,6,7.352797171191291
Full,1.5C,R10CHINA+,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,0,NA
Full,1.5C,R10CHINA+,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,6,0.6588611564012683
Full,1.5C,R10CHINA+,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,0,NA
Full,1.5C,R10CHINA+,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,6,16848.229813190646
Full,1.5C,R10CHINA+,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,0,NA
Full,1.5C,R10CHINA+,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,6,304.44434809419045
Full,1.5C,R10CHINA+,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,0,NA
Full,1.5C,R10CHINA+,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,6,424.3565339807243
Full,1.5C,R10CHINA+,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,0,NA
Full,1.5C,R10CHINA+,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,6,429.00860647632646
Full,1.5C,R10CHINA+,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,0,NA
Full,1.5C,R10EUROPE,AIM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,1,7.149904374923789
Full,1.5C,R10EUROPE,AIM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,3,0.9512148554892621
Full,1.5C,R10EUROPE,AIM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,1,5.193262308234503
Full,1.5C,R10EUROPE,AIM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,3,0.4234344408206833
Full,1.5C,R10EUROPE,AIM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,1,0.3326108892223156
Full,1.5C,R10EUROPE,AIM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,3,0.34507557809981687
Full,1.5C,R10EUROPE,AIM,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,1,9625.419500000002
Full,1.5C,R10EUROPE,AIM,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,3,861.9302000000001
Full,1.5C,R10EUROPE,AIM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,1,111.59951859411039
