database,ambition_view,Region,metric,label,unit,Pathway,n,median
SCI-vetted,1.5C,R10MIDDLE_EAST,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,6,338.28223522611455
SCI-vetted,1.5C,R10MIDDLE_EAST,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,6,1091.16665331264
SCI-vetted,1.5C,R10MIDDLE_EAST,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,6,341.86295023918854
SCI-vetted,1.5C,R10MIDDLE_EAST,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,6,1100.9277175099621
SCI-vetted,1.5C,R10NORTH_AM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,6,8.133744383269207
SCI-vetted,1.5C,R10NORTH_AM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,6,8.34958751737887
SCI-vetted,1.5C,R10NORTH_AM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,6,4.9966355100876
SCI-vetted,1.5C,R10NORTH_AM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,6,4.332616103357525
SCI-vetted,1.5C,R10NORTH_AM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,6,0.10769447907204951
SCI-vetted,1.5C,R10NORTH_AM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,6,0.05659623094003852
SCI-vetted,1.5C,R10NORTH_AM,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,6,6700.473669170431
SCI-vetted,1.5C,R10NORTH_AM,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,6,9518.47241841129
SCI-vetted,1.5C,R10NORTH_AM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,6,157.17689253236767
SCI-vetted,1.5C,R10NORTH_AM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,6,228.59796226553152
SCI-vetted,1.5C,R10NORTH_AM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,6,353.6296860168656
SCI-vetted,1.5C,R10NORTH_AM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,6,315.4880306694107
SCI-vetted,1.5C,R10NORTH_AM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,6,360.7411616891902
SCI-vetted,1.5C,R10NORTH_AM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,6,323.8210856367837
SCI-vetted,1.5C,R10PAC_OECD,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,6,5.942729660969098
SCI-vetted,1.5C,R10PAC_OECD,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,6,4.831457320673959
SCI-vetted,1.5C,R10PAC_OECD,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,6,2.5393285394654512
SCI-vetted,1.5C,R10PAC_OECD,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,6,2.057920309187828
SCI-vetted,1.5C,R10PAC_OECD,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,6,0.5221005291867609
SCI-vetted,1.5C,R10PAC_OECD,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,6,0.3350195067928216
SCI-vetted,1.5C,R10PAC_OECD,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,6,1832.262795941896
SCI-vetted,1.5C,R10PAC_OECD,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,6,1833.9785721537755
SCI-vetted,1.5C,R10PAC_OECD,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,6,117.49823353654952
SCI-vetted,1.5C,R10PAC_OECD,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,6,144.69114121929402
SCI-vetted,1.5C,R10PAC_OECD,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,6,255.00294574978068
SCI-vetted,1.5C,R10PAC_OECD,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,6,199.91642793346256
SCI-vetted,1.5C,R10PAC_OECD,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,6,260.94567541074974
SCI-vetted,1.5C,R10PAC_OECD,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,6,204.51027721550366
SCI-vetted,1.5C,R10REF_ECON,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,6,23.42332519973936
SCI-vetted,1.5C,R10REF_ECON,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,6,25.09301731300655
SCI-vetted,1.5C,R10REF_ECON,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,6,9.249613032062683
SCI-vetted,1.5C,R10REF_ECON,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,6,11.583110847940667
SCI-vetted,1.5C,R10REF_ECON,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,6,2.680201920962163
SCI-vetted,1.5C,R10REF_ECON,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,6,0.9030957369170117
SCI-vetted,1.5C,R10REF_ECON,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,6,2351.9165195613286
SCI-vetted,1.5C,R10REF_ECON,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,6,3811.8279787887614
SCI-vetted,1.5C,R10REF_ECON,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,6,469.83469694303767
SCI-vetted,1.5C,R10REF_ECON,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,6,962.0792424743858
SCI-vetted,1.5C,R10REF_ECON,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,6,1188.9537241859946
SCI-vetted,1.5C,R10REF_ECON,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,6,1275.7014227994396
SCI-vetted,1.5C,R10REF_ECON,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,6,1208.6450623537462
SCI-vetted,1.5C,R10REF_ECON,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,6,1309.722545256037
SCI-vetted,1.5C,R10REST_ASIA,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,6,4.918865225557485
SCI-vetted,1.5C,R10REST_ASIA,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,6,8.21678639550688
SCI-vetted,1.5C,R10REST_ASIA,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,6,3.396252951265569
SCI-vetted,1.5C,R10REST_ASIA,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,6,7.5853016976992835
SCI-vetted,1.5C,R10REST_ASIA,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,6,0.39908201604317767
SCI-vetted,1.5C,R10REST_ASIA,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,6,0.2341308469004889
SCI-vetted,1.5C,R10REST_ASIA,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,6,5159.247709372281
SCI-vetted,1.5C,R10REST_ASIA,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,6,11154.99662280115
SCI-vetted,1.5C,R10REST_ASIA,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,6,171.97484315774227
SCI-vetted,1.5C,R10REST_ASIA,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,6,595.3686553504288
SCI-vetted,1.5C,R10REST_ASIA,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,6,306.21669473137536
SCI-vetted,1.5C,R10REST_ASIA,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,6,616.5058592621428
SCI-vetted,1.5C,R10REST_ASIA,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,6,311.13555995693287
SCI-vetted,1.5C,R10REST_ASIA,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,6,624.5802234118255
SCI-vetted,2C,Aggregated R10 regions,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,63,4.93290868703271
SCI-vetted,2C,Aggregated R10 regions,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,63,5.955550692157646
SCI-vetted,2C,Aggregated R10 regions,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,63,3.3708295694328987
SCI-vetted,2C,Aggregated R10 regions,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,63,4.96680719166422
SCI-vetted,2C,Aggregated R10 regions,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,63,0.4345632272076385
SCI-vetted,2C,Aggregated R10 regions,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,63,0.3367150598111456
SCI-vetted,2C,Aggregated R10 regions,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,63,54448.47201538571
SCI-vetted,2C,Aggregated R10 regions,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,63,75430.13729937153
SCI-vetted,2C,Aggregated R10 regions,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,63,186.38013060980208
SCI-vetted,2C,Aggregated R10 regions,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,63,295.0638621968638
SCI-vetted,2C,Aggregated R10 regions,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,63,340.7099631622462
SCI-vetted,2C,Aggregated R10 regions,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,63,411.65414262511683
SCI-vetted,2C,Aggregated R10 regions,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,63,345.4670448919984
SCI-vetted,2C,Aggregated R10 regions,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,63,417.78545306114
SCI-vetted,2C,R10AFRICA,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,63,2.397915513208177
SCI-vetted,2C,R10AFRICA,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,64,2.011427034996185
SCI-vetted,2C,R10AFRICA,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,63,2.097090849862506
SCI-vetted,2C,R10AFRICA,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,64,1.9579332882482239
SCI-vetted,2C,R10AFRICA,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,63,0.08378960104398461
SCI-vetted,2C,R10AFRICA,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,64,0.0640493882245651
SCI-vetted,2C,R10AFRICA,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,63,4646.052228612873
SCI-vetted,2C,R10AFRICA,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,64,4427.632529766386
SCI-vetted,2C,R10AFRICA,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,63,298.8138130573053
SCI-vetted,2C,R10AFRICA,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,64,376.6732653819048
SCI-vetted,2C,R10AFRICA,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,63,393.8958170513758
SCI-vetted,2C,R10AFRICA,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,64,413.85111525183606
SCI-vetted,2C,R10AFRICA,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,63,396.4754880085231
SCI-vetted,2C,R10AFRICA,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,64,416.0745146092678
SCI-vetted,2C,R10CHINA+,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,63,7.058864953061168
SCI-vetted,2C,R10CHINA+,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,64,4.6851828188302385
SCI-vetted,2C,R10CHINA+,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,63,5.406204653784558
SCI-vetted,2C,R10CHINA+,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,64,4.9384133559458
SCI-vetted,2C,R10CHINA+,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,63,1.0668433038625045
SCI-vetted,2C,R10CHINA+,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,64,0.8024079249041325
SCI-vetted,2C,R10CHINA+,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,63,13924.13547227362
SCI-vetted,2C,R10CHINA+,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,64,16066.749450155914
SCI-vetted,2C,R10CHINA+,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,63,123.0533797465837
SCI-vetted,2C,R10CHINA+,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,64,265.3303482815012
SCI-vetted,2C,R10CHINA+,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,63,422.64777262134487
SCI-vetted,2C,R10CHINA+,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,64,411.1217908182524
SCI-vetted,2C,R10CHINA+,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,63,430.319692954712
SCI-vetted,2C,R10CHINA+,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,64,415.6239719339535
SCI-vetted,2C,R10EUROPE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,63,4.397309911025978
SCI-vetted,2C,R10EUROPE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,64,4.003941879822474
SCI-vetted,2C,R10EUROPE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,63,2.3953164788667873
SCI-vetted,2C,R10EUROPE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,64,2.2055578660266413
SCI-vetted,2C,R10EUROPE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,63,0.5154834588593622
SCI-vetted,2C,R10EUROPE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,64,0.30107868625400047
SCI-vetted,2C,R10EUROPE,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,63,7252.013801904768
SCI-vetted,2C,R10EUROPE,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,64,7690.7737899999975
SCI-vetted,2C,R10EUROPE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,63,68.09629480655022
SCI-vetted,2C,R10EUROPE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,64,125.72242070010563
SCI-vetted,2C,R10EUROPE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,63,185.3951341865672
SCI-vetted,2C,R10EUROPE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,64,166.6474996280133
SCI-vetted,2C,R10EUROPE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,63,189.79244409759318
SCI-vetted,2C,R10EUROPE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,64,170.50012409586526
SCI-vetted,2C,R10INDIA+,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,63,3.8028645707868636
SCI-vetted,2C,R10INDIA+,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,64,3.293739366628862
SCI-vetted,2C,R10INDIA+,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,63,4.302857125839102
SCI-vetted,2C,R10INDIA+,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,64,3.276904415891063
SCI-vetted,2C,R10INDIA+,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,63,0.265386143093136
SCI-vetted,2C,R10INDIA+,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,64,0.16806688731404307
SCI-vetted,2C,R10INDIA+,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,63,10501.530043493503
SCI-vetted,2C,R10INDIA+,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,64,8162.322317070001
SCI-vetted,2C,R10INDIA+,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,63,286.28838129936304
SCI-vetted,2C,R10INDIA+,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,64,434.2730336216856
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,63,440.19430224834724
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,64,479.3970144395703
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,63,444.4447839936732
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,64,483.6749268411454
SCI-vetted,2C,R10LATIN_AM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,63,6.1331136640304145
SCI-vetted,2C,R10LATIN_AM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,64,8.443167943907735
SCI-vetted,2C,R10LATIN_AM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,63,2.9943934339603153
SCI-vetted,2C,R10LATIN_AM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,64,4.436097537484327
SCI-vetted,2C,R10LATIN_AM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,63,0.19515136057953766
SCI-vetted,2C,R10LATIN_AM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,64,0.14840246987763028
SCI-vetted,2C,R10LATIN_AM,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,63,3176.789010263048
SCI-vetted,2C,R10LATIN_AM,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,64,4754.631750272905
SCI-vetted,2C,R10LATIN_AM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,63,174.21171064479032
SCI-vetted,2C,R10LATIN_AM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,64,277.8537908680977
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,63,323.01626887044836
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,64,433.25115530801446
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,63,329.22279296266703
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,64,441.3287012406232
SCI-vetted,2C,R10MIDDLE_EAST,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,63,2.7504240920992067
SCI-vetted,2C,R10MIDDLE_EAST,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,64,6.866849068859943
SCI-vetted,2C,R10MIDDLE_EAST,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,63,1.7789055689217221
SCI-vetted,2C,R10MIDDLE_EAST,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,64,4.17105485616122
SCI-vetted,2C,R10MIDDLE_EAST,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,63,0.055891647096287946
SCI-vetted,2C,R10MIDDLE_EAST,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,64,0.04132281753042488
SCI-vetted,2C,R10MIDDLE_EAST,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,63,2224.101639493247
SCI-vetted,2C,R10MIDDLE_EAST,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,64,7343.314015170452
SCI-vetted,2C,R10MIDDLE_EAST,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,63,129.53417894780503
SCI-vetted,2C,R10MIDDLE_EAST,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,64,505.2775165463709
SCI-vetted,2C,R10MIDDLE_EAST,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,63,240.73453226268848
SCI-vetted,2C,R10MIDDLE_EAST,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,64,551.957736866972
SCI-vetted,2C,R10MIDDLE_EAST,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,63,243.48353812511286
SCI-vetted,2C,R10MIDDLE_EAST,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,64,558.9676853663143
SCI-vetted,2C,R10NORTH_AM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,63,5.588844296494175
SCI-vetted,2C,R10NORTH_AM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,64,8.957199069240165
SCI-vetted,2C,R10NORTH_AM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,63,2.9474549851045944
SCI-vetted,2C,R10NORTH_AM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,64,4.976385072161444
SCI-vetted,2C,R10NORTH_AM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,63,0.06837753627901615
SCI-vetted,2C,R10NORTH_AM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,64,0.06384770718437796
SCI-vetted,2C,R10NORTH_AM,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,63,5058.797160451876
SCI-vetted,2C,R10NORTH_AM,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,64,10277.80259756881
SCI-vetted,2C,R10NORTH_AM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,63,96.45154014077994
SCI-vetted,2C,R10NORTH_AM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,64,240.0126241913281
SCI-vetted,2C,R10NORTH_AM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,63,219.07291820760668
SCI-vetted,2C,R10NORTH_AM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,64,357.8910953087933
SCI-vetted,2C,R10NORTH_AM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,63,224.75366845426706
SCI-vetted,2C,R10NORTH_AM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,64,368.6558905004988
SCI-vetted,2C,R10PAC_OECD,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,63,6.275892254611009
SCI-vetted,2C,R10PAC_OECD,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,63,5.535751729549291
SCI-vetted,2C,R10PAC_OECD,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,63,2.5269408321164595
SCI-vetted,2C,R10PAC_OECD,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,63,2.0167673102542554
SCI-vetted,2C,R10PAC_OECD,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,63,0.6444768778109246
SCI-vetted,2C,R10PAC_OECD,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,63,0.4622869419926709
SCI-vetted,2C,R10PAC_OECD,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,63,2401.492701140791
SCI-vetted,2C,R10PAC_OECD,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,63,1824.0803427791384
