database,ambition_view,Region,model_family,metric,label,unit,n_High-CMT,n_High-RE,median_High-CMT,median_High-RE,comparable,robust_3_per_arm,raw_difference_high_re_minus_high_cmt,favours_more_employment
SCI-vetted,2C,R10PAC_OECD,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",41,0,303.97310930949976,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,24,NA,2.7071483549130426,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,24,NA,1.1789301406652846,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,24,NA,0.22162902277659063,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,0,24,NA,1074.99881568,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,24,NA,65.09043146409,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,24,NA,123.49889671780755,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,24,NA,126.29551045310683,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,28,NA,6.5973755588289045,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,28,NA,3.7392388760965343,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,28,NA,0.4671953062291429,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,0,28,NA,3466.970645716011,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,28,NA,270.00893976212063,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,28,NA,374.5697050196971,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,28,NA,381.167080578526,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,5,NA,19.869541528101372,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,5,NA,8.319236501717885,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,5,NA,0.9436255423640214,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,0,5,NA,2708.0888705509087,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,5,NA,456.8896529200267,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,5,NA,696.7818780110065,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,5,NA,716.6514195391079,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",22,3,15.269955788379882,28.200622019882893,TRUE,TRUE,12.930666231503011,High-RE
SCI-vetted,2C,R10REF_ECON,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",22,3,7.906787540357776,10.008160276686853,TRUE,TRUE,2.1013727363290773,High-RE
SCI-vetted,2C,R10REF_ECON,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",22,3,2.204178752675321,2.953313643671507,TRUE,TRUE,0.7491348909961859,High-RE
SCI-vetted,2C,R10REF_ECON,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,22,3,1320.4334739668343,3361.756990808005,TRUE,TRUE,2041.3235168411707,High-RE
SCI-vetted,2C,R10REF_ECON,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",22,3,-79.87221411482903,364.1226511866076,TRUE,TRUE,443.9948653014366,High-RE
SCI-vetted,2C,R10REF_ECON,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",22,3,803.4231579937557,992.6504100882472,TRUE,TRUE,189.22725209449152,High-RE
SCI-vetted,2C,R10REF_ECON,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",22,3,819.3782398491801,1021.506343165986,TRUE,TRUE,202.1281033168059,High-RE
SCI-vetted,2C,R10REF_ECON,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,3,NA,14.067975481082973,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,3,NA,5.7273548541337655,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,3,NA,1.3645070750422714,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,0,3,NA,1565.1885858016406,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,3,NA,483.42340197375785,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,3,NA,585.179329484179,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,3,NA,599.247304965262,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",41,0,17.852266017366965,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",41,0,7.340336262146665,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",41,0,1.4012717764036482,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,POLES,inferred_retirements_GW,Inferred retired capacity,GW,41,0,2036.3398361384868,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",41,0,317.97052426538977,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",41,0,744.0889198404,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",41,0,761.7164595646412,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,25,NA,14.393096318081172,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,25,NA,6.9025008800505905,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,25,NA,0.8908114536554798,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,0,25,NA,1718.66153,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,25,NA,321.45921396235167,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,25,NA,642.3608855310774,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,25,NA,658.3222105280677,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,28,NA,50.45859194191731,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,28,NA,36.33543339662388,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,28,NA,2.7644386799342335,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,0,28,NA,7576.235340974886,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,28,NA,1442.800137323386,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,28,NA,2410.095786713866,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REF_ECON,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,28,NA,2460.5543786557837,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,5,NA,8.961028718723094,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,5,NA,8.024261008926292,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,5,NA,0.24388794278271964,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,0,5,NA,11407.073774023502,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,5,NA,369.7586058429759,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,5,NA,414.45429238987333,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,5,NA,423.4153211085964,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",22,3,2.4333643709589197,7.581616151050583,TRUE,TRUE,5.148251780091663,High-RE
SCI-vetted,2C,R10REST_ASIA,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",22,3,1.4610616307159947,5.0767404829362555,TRUE,TRUE,3.6156788522202605,High-RE
SCI-vetted,2C,R10REST_ASIA,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",22,3,0.3576675014042535,1.1230641634599867,TRUE,TRUE,0.7653966620557332,High-RE
SCI-vetted,2C,R10REST_ASIA,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,22,3,2118.3290878695457,8315.86872904251,TRUE,TRUE,6197.5396411729635,High-RE
SCI-vetted,2C,R10REST_ASIA,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",22,3,33.853237524829815,231.17085906855817,TRUE,TRUE,197.31762154372836,High-RE
SCI-vetted,2C,R10REST_ASIA,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",22,3,157.59458922882618,435.9753029880767,TRUE,TRUE,278.3807137592505,High-RE
SCI-vetted,2C,R10REST_ASIA,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",22,3,159.89862750688533,442.76908304412734,TRUE,TRUE,282.87045553724204,High-RE
SCI-vetted,2C,R10REST_ASIA,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,3,NA,3.180693124479881,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,3,NA,2.716856072531708,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,3,NA,0.3046133040935196,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,0,3,NA,4875.787713562087,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,3,NA,208.86476270319395,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,3,NA,237.2766775475486,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,3,NA,240.46721962843597,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",41,0,2.891987583883304,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",41,0,2.0425287808555104,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",41,0,0.19320195259829293,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,POLES,inferred_retirements_GW,Inferred retired capacity,GW,41,0,3267.3504147648814,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",41,0,118.19056307053084,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",41,0,170.49143420442945,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",41,0,173.3293076660468,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,25,NA,6.409236018177506,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,25,NA,5.6202437228533215,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,25,NA,0.2490043139636117,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,0,25,NA,8923.317969999998,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,25,NA,477.6475695064382,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,25,NA,594.8487839480831,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,25,NA,602.2849207980142,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,28,NA,3.335129708514218,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,28,NA,2.920008763995577,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,28,NA,0.10972943037945712,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,0,28,NA,4436.581922686684,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,28,NA,151.89197881376947,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,28,NA,187.45692389686,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10REST_ASIA,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,28,NA,190.7920536053742,FALSE,FALSE,NA,NA
SCI-vetted,All ambitions pooled,Aggregated R10 regions,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,7,NA,8.658488920161735,FALSE,FALSE,NA,NA
SCI-vetted,All ambitions pooled,Aggregated R10 regions,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,7,NA,5.955419224961121,FALSE,FALSE,NA,NA
SCI-vetted,All ambitions pooled,Aggregated R10 regions,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,7,NA,0.3291344602485463,FALSE,FALSE,NA,NA
SCI-vetted,All ambitions pooled,Aggregated R10 regions,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,0,7,NA,99918.47752083787,FALSE,FALSE,NA,NA
SCI-vetted,All ambitions pooled,Aggregated R10 regions,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,7,NA,463.6343833071291,FALSE,FALSE,NA,NA
SCI-vetted,All ambitions pooled,Aggregated R10 regions,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,7,NA,512.4628091828716,FALSE,FALSE,NA,NA
SCI-vetted,All ambitions pooled,Aggregated R10 regions,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,7,NA,520.6765536150656,FALSE,FALSE,NA,NA
SCI-vetted,All ambitions pooled,Aggregated R10 regions,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",26,4,3.3983467776658314,8.44850489871225,TRUE,TRUE,5.050158121046418,High-RE
SCI-vetted,All ambitions pooled,Aggregated R10 regions,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",26,4,2.610121947216249,4.999928346425749,TRUE,TRUE,2.3898063992095,High-RE
SCI-vetted,All ambitions pooled,Aggregated R10 regions,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",26,4,0.4884670101734507,0.6885071601320388,TRUE,TRUE,0.20004014995858815,High-RE
SCI-vetted,All ambitions pooled,Aggregated R10 regions,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,26,4,31486.54215458403,89604.79968816425,TRUE,TRUE,58118.25753358022,High-RE
SCI-vetted,All ambitions pooled,Aggregated R10 regions,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",26,4,64.14114177397526,333.5689907310173,TRUE,TRUE,269.42784895704204,High-RE
SCI-vetted,All ambitions pooled,Aggregated R10 regions,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",26,4,253.92327500301042,522.3297855142857,TRUE,TRUE,268.4065105112753,High-RE
SCI-vetted,All ambitions pooled,Aggregated R10 regions,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",26,4,257.507829760795,530.7782904129981,TRUE,TRUE,273.2704606522031,High-RE
SCI-vetted,All ambitions pooled,Aggregated R10 regions,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,3,NA,4.222790152911344,FALSE,FALSE,NA,NA
SCI-vetted,All ambitions pooled,Aggregated R10 regions,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,3,NA,3.2838311291716993,FALSE,FALSE,NA,NA
SCI-vetted,All ambitions pooled,Aggregated R10 regions,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,3,NA,0.3847817531113086,FALSE,FALSE,NA,NA
SCI-vetted,All ambitions pooled,Aggregated R10 regions,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,0,3,NA,52772.83422818931,FALSE,FALSE,NA,NA
