"Model","Scenario","Category","total_cdr","total_re","Ambition","cdr_thresh","re_thresh","high_cdr","high_re","Pathway_overlap","high_cdr_only","high_re_only","Pathway_excl","threshold_label"
"COFFEE 1.1","ENGAGE-INDCi2030-500","C3",255159.469535452,2194875.07329353,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-500f","C2",363902.770520244,1863242.51448063,"1.5C (High-Ambition)",511882.90914693,2771556.31926819,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-600","C3",249174.699627625,2064936.37129687,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-600-COV-NDCp","C3",367854.281956,1878395.44623946,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-600-NDCp","C3",385207.027421,2088063.74304085,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-600f","C4",351506.690817607,1789482.95017703,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-600f-COV-NDCp","C4",459852.225863,1697601.51688194,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-600f-NDCp","C4",489544.1715545,1861956.89308923,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-700","C3",259605.049097918,1933307.67627399,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-700f","C4",337654.419169346,1720655.75969548,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-800","C3",216224.401972417,1799492.90861296,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-800f","C4",326332.902976968,1656449.05917737,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-900","C3",373482.58403418,1658585.07973137,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
