database,Model,Scenario,Pathway,amb,family,project,Region,outcome,value,outcome_label,outcome_unit,lower_is_better
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1400,High-CDR,2C,AIM,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,205.49005734140863,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1400,High-CDR,2C,AIM,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,670.1040687885024,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1400,High-CDR,2C,AIM,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,265.6317534162998,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1400,High-CDR,2C,AIM,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,400.6026946305156,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1400,High-CDR,2C,AIM,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,399.71908170918454,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1400,High-CDR,2C,AIM,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,438.00983944586045,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1400,High-CDR,2C,AIM,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,466.4512853028254,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1400,High-CDR,2C,AIM,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,251.8946237770914,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1400,High-CDR,2C,AIM,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,1996.4683363653028,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1400,High-CDR,2C,AIM,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,290.7689159652551,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1400f,High-CDR,2C,AIM,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,211.11571536802458,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1400f,High-CDR,2C,AIM,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,674.7456455021493,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1400f,High-CDR,2C,AIM,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,272.0988688007525,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1400f,High-CDR,2C,AIM,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,400.7628935991806,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1400f,High-CDR,2C,AIM,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,403.2256228194237,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1400f,High-CDR,2C,AIM,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,452.645172154997,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1400f,High-CDR,2C,AIM,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,477.6717152244464,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1400f,High-CDR,2C,AIM,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,261.7197796478731,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1400f,High-CDR,2C,AIM,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,2040.942858490488,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1400f,High-CDR,2C,AIM,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,295.6590937419218,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1600,High-CDR,2C,AIM,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,200.9266517903899,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1600,High-CDR,2C,AIM,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,655.8400668564418,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1600,High-CDR,2C,AIM,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,257.320450472083,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1600,High-CDR,2C,AIM,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,387.6196646326063,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1600,High-CDR,2C,AIM,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,382.1131375771994,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1600,High-CDR,2C,AIM,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,420.27168880754556,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1600,High-CDR,2C,AIM,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,447.2103177942115,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1600,High-CDR,2C,AIM,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,246.9320700088295,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1600,High-CDR,2C,AIM,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,1939.3885986302914,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1600,High-CDR,2C,AIM,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,277.9755671760214,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1600f,High-CDR,2C,AIM,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,204.3279015889209,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1600f,High-CDR,2C,AIM,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,658.8472107699466,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1600f,High-CDR,2C,AIM,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,259.9989682395124,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1600f,High-CDR,2C,AIM,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,389.0548045008725,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1600f,High-CDR,2C,AIM,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,384.1795801809406,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1600f,High-CDR,2C,AIM,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,430.35607077261307,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1600f,High-CDR,2C,AIM,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,452.8166417087755,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1600f,High-CDR,2C,AIM,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,251.78653266734494,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1600f,High-CDR,2C,AIM,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,1955.1514630801607,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1600f,High-CDR,2C,AIM,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,280.55711169451484,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1800,High-CDR,2C,AIM,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,194.24616402836529,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1800,High-CDR,2C,AIM,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,643.7907917902628,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1800,High-CDR,2C,AIM,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,247.26148279527263,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1800,High-CDR,2C,AIM,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,373.8147294302924,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1800,High-CDR,2C,AIM,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,367.86985494973123,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1800,High-CDR,2C,AIM,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,399.5520505900233,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1800,High-CDR,2C,AIM,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,416.78507670877036,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1800,High-CDR,2C,AIM,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,242.3579026793953,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1800,High-CDR,2C,AIM,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,1878.1126699698918,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1800,High-CDR,2C,AIM,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,264.11109852544286,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1800f,High-CDR,2C,AIM,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,194.24616402836529,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1800f,High-CDR,2C,AIM,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,643.7907917902628,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1800f,High-CDR,2C,AIM,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,247.26148279527263,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1800f,High-CDR,2C,AIM,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,373.8147294302924,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1800f,High-CDR,2C,AIM,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,367.86985494973123,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1800f,High-CDR,2C,AIM,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,399.5520505900233,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1800f,High-CDR,2C,AIM,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,416.78507670877036,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1800f,High-CDR,2C,AIM,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,242.3579026793953,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1800f,High-CDR,2C,AIM,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,1878.1126699698918,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-1800f,High-CDR,2C,AIM,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,264.11109852544286,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-800f,High-RE,2C,AIM,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,234.98125477232148,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-800f,High-RE,2C,AIM,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,719.511056998996,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-800f,High-RE,2C,AIM,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,311.93648264253534,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-800f,High-RE,2C,AIM,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,461.62881996849234,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-800f,High-RE,2C,AIM,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,474.9182640513239,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-800f,High-RE,2C,AIM,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,536.6220235689301,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-800f,High-RE,2C,AIM,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,584.1002051624864,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-800f,High-RE,2C,AIM,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,282.0213843140347,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-800f,High-RE,2C,AIM,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,2318.1800967016857,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-800f,High-RE,2C,AIM,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,355.09101282171855,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-900f,High-RE,2C,AIM,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,234.12282326955804,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-900f,High-RE,2C,AIM,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,716.8641601590813,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-900f,High-RE,2C,AIM,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,310.26859586654825,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-900f,High-RE,2C,AIM,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,457.74255981034366,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-900f,High-RE,2C,AIM,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,465.5829393055644,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-900f,High-RE,2C,AIM,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,533.2555354690923,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-900f,High-RE,2C,AIM,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,568.410941551237,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-900f,High-RE,2C,AIM,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,281.12999985961824,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-900f,High-RE,2C,AIM,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,2306.122963849484,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-INDCi2030-900f,High-RE,2C,AIM,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,352.13209440341,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1000,High-CDR,2C,AIM,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,219.3829035430356,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1000,High-CDR,2C,AIM,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,706.9230906056745,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1000,High-CDR,2C,AIM,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,286.3931850134599,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1000,High-CDR,2C,AIM,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,440.0959431320453,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1000,High-CDR,2C,AIM,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,452.4918716891846,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1000,High-CDR,2C,AIM,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,494.56503186980916,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1000,High-CDR,2C,AIM,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,514.2957734909468,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1000,High-CDR,2C,AIM,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,264.545087076525,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1000,High-CDR,2C,AIM,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,2172.0978526755525,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1000,High-CDR,2C,AIM,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,319.5568814661579,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1000f,High-CDR,2C,AIM,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,231.75858902369066,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1000f,High-CDR,2C,AIM,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,709.8348479854583,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1000f,High-CDR,2C,AIM,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,292.47784018699446,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1000f,High-CDR,2C,AIM,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,435.52801679558803,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1000f,High-CDR,2C,AIM,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,447.82187148344536,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1000f,High-CDR,2C,AIM,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,511.8365934956447,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1000f,High-CDR,2C,AIM,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,521.3961231125071,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1000f,High-CDR,2C,AIM,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,281.07881622772237,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1000f,High-CDR,2C,AIM,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,2205.7690850219133,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1000f,High-CDR,2C,AIM,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,329.0585142619601,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1200,High-CDR,2C,AIM,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,212.90378423026854,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1200,High-CDR,2C,AIM,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,690.6836286308574,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1200,High-CDR,2C,AIM,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,274.0571343201196,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1200,High-CDR,2C,AIM,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,422.47218379247363,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1200,High-CDR,2C,AIM,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,429.7445156966542,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1200,High-CDR,2C,AIM,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,467.09278966984317,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1200,High-CDR,2C,AIM,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,487.51917000667385,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1200,High-CDR,2C,AIM,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,256.8665227862169,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1200,High-CDR,2C,AIM,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,2088.8811188499335,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1200,High-CDR,2C,AIM,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,302.75367609540154,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1200f,High-CDR,2C,AIM,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,217.56952370698986,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1200f,High-CDR,2C,AIM,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,685.5529658869293,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1200f,High-CDR,2C,AIM,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,278.6551551671992,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1200f,High-CDR,2C,AIM,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,415.0465559424847,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1200f,High-CDR,2C,AIM,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,419.6772790795062,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,AIM/CGE V2.2,ENGAGE-NPi2020-1200f,High-CDR,2C,AIM,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,478.94967939770174,Employment,"total energy-sector job-years per 1,000 people",FALSE
